clave,nombre,apellido,puesto,jornada_contratada,sucursal,fecha,hora_inicio,hora_fin,minutos_descanso
T020-048,Enrique,Medina Moreno,Almacenista,48,Celaya,2026-07-30,12:30,21:00,30
T020-048,Enrique,Medina Moreno,Almacenista,48,Celaya,2026-08-01,12:30,21:00,30
T020-048,Enrique,Medina Moreno,Almacenista,48,Celaya,2026-08-02,12:30,21:00,30
T020-049,Iván,Jiménez Trejo,Cajero(a),48,Celaya,2026-07-27,12:30,21:00,30
T020-049,Iván,Jiménez Trejo,Cajero(a),48,Celaya,2026-07-28,12:30,21:00,30
T020-049,Iván,Jiménez Trejo,Cajero(a),48,Celaya,2026-07-30,12:30,21:00,30
T020-049,Iván,Jiménez Trejo,Cajero(a),48,Celaya,2026-07-31,12:30,21:00,30
T020-049,Iván,Jiménez Trejo,Cajero(a),48,Celaya,2026-08-01,12:30,21:00,30
T020-049,Iván,Jiménez Trejo,Cajero(a),48,Celaya,2026-08-02,12:30,21:00,30
T020-050,Arturo,Luna Molina,Supervisor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-050,Arturo,Luna Molina,Supervisor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-050,Arturo,Luna Molina,Supervisor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-050,Arturo,Luna Molina,Supervisor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-050,Arturo,Luna Molina,Supervisor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-050,Arturo,Luna Molina,Supervisor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-051,Jimena,Pacheco Vázquez,Supervisor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-051,Jimena,Pacheco Vázquez,Supervisor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-051,Jimena,Pacheco Vázquez,Supervisor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-051,Jimena,Pacheco Vázquez,Supervisor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-051,Jimena,Pacheco Vázquez,Supervisor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-051,Jimena,Pacheco Vázquez,Supervisor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-052,Mónica,Quintero Cervantes,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-052,Mónica,Quintero Cervantes,Vendedor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-052,Mónica,Quintero Cervantes,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-052,Mónica,Quintero Cervantes,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-052,Mónica,Quintero Cervantes,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-052,Mónica,Quintero Cervantes,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-053,Elizabeth,Nájera Pérez,Vendedor(a) de piso,24,Celaya,2026-07-27,09:00,15:00,0
T020-053,Elizabeth,Nájera Pérez,Vendedor(a) de piso,24,Celaya,2026-07-31,09:00,15:00,0
T020-053,Elizabeth,Nájera Pérez,Vendedor(a) de piso,24,Celaya,2026-08-01,09:00,15:00,0
T020-053,Elizabeth,Nájera Pérez,Vendedor(a) de piso,24,Celaya,2026-08-02,09:00,15:00,0
T020-054,Yolanda,Díaz Núñez,Vendedor(a) de piso,24,Celaya,2026-07-27,09:00,15:00,0
T020-054,Yolanda,Díaz Núñez,Vendedor(a) de piso,24,Celaya,2026-07-28,09:00,15:00,0
T020-054,Yolanda,Díaz Núñez,Vendedor(a) de piso,24,Celaya,2026-07-29,09:00,15:00,0
T020-054,Yolanda,Díaz Núñez,Vendedor(a) de piso,24,Celaya,2026-07-30,09:00,15:00,0
T020-055,Sofía,Castillo Velázquez,Cajero(a),24,Celaya,2026-07-27,15:00,21:00,0
T020-055,Sofía,Castillo Velázquez,Cajero(a),24,Celaya,2026-07-28,15:00,21:00,0
T020-055,Sofía,Castillo Velázquez,Cajero(a),24,Celaya,2026-08-01,15:00,21:00,0
T020-055,Sofía,Castillo Velázquez,Cajero(a),24,Celaya,2026-08-02,15:00,21:00,0
T020-056,Raúl,Santiago Méndez,Cajero(a),24,Celaya,2026-07-30,15:00,21:00,0
T020-056,Raúl,Santiago Méndez,Cajero(a),24,Celaya,2026-07-31,15:00,21:00,0
T020-056,Raúl,Santiago Méndez,Cajero(a),24,Celaya,2026-08-01,09:00,15:00,0
T020-056,Raúl,Santiago Méndez,Cajero(a),24,Celaya,2026-08-02,09:00,15:00,0
T020-057,Héctor,Rodríguez Campos,Vendedor(a) de piso,24,Celaya,2026-07-27,09:00,15:00,0
T020-057,Héctor,Rodríguez Campos,Vendedor(a) de piso,24,Celaya,2026-07-28,09:00,15:00,0
T020-057,Héctor,Rodríguez Campos,Vendedor(a) de piso,24,Celaya,2026-07-31,09:00,15:00,0
T020-057,Héctor,Rodríguez Campos,Vendedor(a) de piso,24,Celaya,2026-08-01,09:00,15:00,0
T020-058,Gabriela,Salazar Peña,Almacenista,48,Celaya,2026-07-28,09:00,17:30,30
T020-058,Gabriela,Salazar Peña,Almacenista,48,Celaya,2026-07-29,09:00,17:30,30
T020-058,Gabriela,Salazar Peña,Almacenista,48,Celaya,2026-07-30,09:00,17:30,30
T020-058,Gabriela,Salazar Peña,Almacenista,48,Celaya,2026-07-31,09:00,17:30,30
T020-058,Gabriela,Salazar Peña,Almacenista,48,Celaya,2026-08-01,09:00,17:30,30
T020-058,Gabriela,Salazar Peña,Almacenista,48,Celaya,2026-08-02,09:00,17:30,30
T020-059,Verónica,Salazar Ruiz,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-059,Verónica,Salazar Ruiz,Vendedor(a) de piso,24,Celaya,2026-07-31,15:00,21:00,0
T020-059,Verónica,Salazar Ruiz,Vendedor(a) de piso,24,Celaya,2026-08-01,09:00,15:00,0
T020-059,Verónica,Salazar Ruiz,Vendedor(a) de piso,24,Celaya,2026-08-02,09:00,15:00,0
T020-060,Javier,Delgado Ramos,Asesor(a) de crédito,48,Celaya,2026-07-27,12:30,21:00,30
T020-060,Javier,Delgado Ramos,Asesor(a) de crédito,48,Celaya,2026-07-29,12:30,21:00,30
T020-060,Javier,Delgado Ramos,Asesor(a) de crédito,48,Celaya,2026-07-30,12:30,21:00,30
T020-060,Javier,Delgado Ramos,Asesor(a) de crédito,48,Celaya,2026-07-31,12:30,21:00,30
T020-060,Javier,Delgado Ramos,Asesor(a) de crédito,48,Celaya,2026-08-01,12:30,21:00,30
T020-060,Javier,Delgado Ramos,Asesor(a) de crédito,48,Celaya,2026-08-02,12:30,21:00,30
T020-061,Elizabeth,Pacheco Vargas,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-061,Elizabeth,Pacheco Vargas,Vendedor(a) de piso,24,Celaya,2026-07-31,15:00,21:00,0
T020-061,Elizabeth,Pacheco Vargas,Vendedor(a) de piso,24,Celaya,2026-08-01,09:00,15:00,0
T020-061,Elizabeth,Pacheco Vargas,Vendedor(a) de piso,24,Celaya,2026-08-02,09:00,15:00,0
T020-062,Norma,Fuentes Ríos,Almacenista,24,Celaya,2026-07-30,15:00,21:00,0
T020-062,Norma,Fuentes Ríos,Almacenista,24,Celaya,2026-07-31,15:00,21:00,0
T020-062,Norma,Fuentes Ríos,Almacenista,24,Celaya,2026-08-01,09:00,15:00,0
T020-062,Norma,Fuentes Ríos,Almacenista,24,Celaya,2026-08-02,09:00,15:00,0
T020-063,José,Cervantes Santiago,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-063,José,Cervantes Santiago,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-063,José,Cervantes Santiago,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-063,José,Cervantes Santiago,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-063,José,Cervantes Santiago,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-063,José,Cervantes Santiago,Vendedor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-064,Jorge,Castro Campos,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-064,Jorge,Castro Campos,Vendedor(a) de piso,24,Celaya,2026-07-31,15:00,21:00,0
T020-064,Jorge,Castro Campos,Vendedor(a) de piso,24,Celaya,2026-08-01,09:00,15:00,0
T020-064,Jorge,Castro Campos,Vendedor(a) de piso,24,Celaya,2026-08-02,09:00,15:00,0
T020-065,Arturo,Valdez Cortés,Almacenista,48,Celaya,2026-07-27,12:30,21:00,30
T020-065,Arturo,Valdez Cortés,Almacenista,48,Celaya,2026-07-28,12:30,21:00,30
T020-065,Arturo,Valdez Cortés,Almacenista,48,Celaya,2026-07-29,12:30,21:00,30
T020-065,Arturo,Valdez Cortés,Almacenista,48,Celaya,2026-07-30,12:30,21:00,30
T020-065,Arturo,Valdez Cortés,Almacenista,48,Celaya,2026-07-31,12:30,21:00,30
T020-065,Arturo,Valdez Cortés,Almacenista,48,Celaya,2026-08-01,12:30,21:00,30
T020-066,Diego,Luna Rivera,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-066,Diego,Luna Rivera,Vendedor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-066,Diego,Luna Rivera,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-066,Diego,Luna Rivera,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-066,Diego,Luna Rivera,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-066,Diego,Luna Rivera,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-067,Jimena,Ortega Cruz,Supervisor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-067,Jimena,Ortega Cruz,Supervisor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-067,Jimena,Ortega Cruz,Supervisor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-067,Jimena,Ortega Cruz,Supervisor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-067,Jimena,Ortega Cruz,Supervisor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-067,Jimena,Ortega Cruz,Supervisor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-068,Juan,Bautista Contreras,Cajero(a),48,Celaya,2026-07-28,09:00,17:30,30
T020-068,Juan,Bautista Contreras,Cajero(a),48,Celaya,2026-07-29,09:00,17:30,30
T020-068,Juan,Bautista Contreras,Cajero(a),48,Celaya,2026-07-30,09:00,17:30,30
T020-068,Juan,Bautista Contreras,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-068,Juan,Bautista Contreras,Cajero(a),48,Celaya,2026-08-01,09:00,17:30,30
T020-068,Juan,Bautista Contreras,Cajero(a),48,Celaya,2026-08-02,09:00,17:30,30
T020-069,Luis,Castillo Morales,Almacenista,48,Celaya,2026-07-27,09:00,17:30,30
T020-069,Luis,Castillo Morales,Almacenista,48,Celaya,2026-07-28,09:00,17:30,30
T020-069,Luis,Castillo Morales,Almacenista,48,Celaya,2026-07-30,09:00,17:30,30
T020-069,Luis,Castillo Morales,Almacenista,48,Celaya,2026-07-31,09:00,17:30,30
T020-069,Luis,Castillo Morales,Almacenista,48,Celaya,2026-08-01,09:00,17:30,30
T020-069,Luis,Castillo Morales,Almacenista,48,Celaya,2026-08-02,09:00,17:30,30
T020-070,Estela,Téllez Téllez,Almacenista,24,Celaya,2026-07-28,15:00,21:00,0
T020-070,Estela,Téllez Téllez,Almacenista,24,Celaya,2026-07-29,15:00,21:00,0
T020-070,Estela,Téllez Téllez,Almacenista,24,Celaya,2026-07-30,15:00,21:00,0
T020-070,Estela,Téllez Téllez,Almacenista,24,Celaya,2026-07-31,15:00,21:00,0
T020-071,Guillermo,Herrera Torres,Supervisor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-071,Guillermo,Herrera Torres,Supervisor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-071,Guillermo,Herrera Torres,Supervisor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-071,Guillermo,Herrera Torres,Supervisor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-071,Guillermo,Herrera Torres,Supervisor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-071,Guillermo,Herrera Torres,Supervisor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-072,Carlos,Solís Nájera,Supervisor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-072,Carlos,Solís Nájera,Supervisor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-072,Carlos,Solís Nájera,Supervisor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-072,Carlos,Solís Nájera,Supervisor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-072,Carlos,Solís Nájera,Supervisor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-072,Carlos,Solís Nájera,Supervisor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
