clave,nombre,apellido,puesto,jornada_contratada,sucursal,fecha,hora_inicio,hora_fin,minutos_descanso
T008-024,Adrián,Vázquez Luna,Almacenista,48,Culiacán,2026-07-26,09:00,17:30,30
T008-025,María,Vázquez Ruiz,Gerente de tienda,48,Culiacán,2026-07-20,09:00,17:30,30
T008-025,María,Vázquez Ruiz,Gerente de tienda,48,Culiacán,2026-07-21,09:00,17:30,30
T008-025,María,Vázquez Ruiz,Gerente de tienda,48,Culiacán,2026-07-22,09:00,17:30,30
T008-025,María,Vázquez Ruiz,Gerente de tienda,48,Culiacán,2026-07-24,09:00,17:30,30
T008-025,María,Vázquez Ruiz,Gerente de tienda,48,Culiacán,2026-07-25,09:00,17:30,30
T008-025,María,Vázquez Ruiz,Gerente de tienda,48,Culiacán,2026-07-26,09:00,17:30,30
T008-026,Ismael,Luna Pacheco,Vendedor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-026,Ismael,Luna Pacheco,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-026,Ismael,Luna Pacheco,Vendedor(a) de piso,48,Culiacán,2026-07-23,09:00,17:30,30
T008-026,Ismael,Luna Pacheco,Vendedor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-026,Ismael,Luna Pacheco,Vendedor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-026,Ismael,Luna Pacheco,Vendedor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-027,Juana,López Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-027,Juana,López Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-027,Juana,López Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-027,Juana,López Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-027,Juana,López Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-027,Juana,López Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-028,Gerardo,Peña Molina,Vendedor(a) de piso,24,Culiacán,2026-07-23,15:00,21:00,0
T008-028,Gerardo,Peña Molina,Vendedor(a) de piso,24,Culiacán,2026-07-24,15:00,21:00,0
T008-028,Gerardo,Peña Molina,Vendedor(a) de piso,24,Culiacán,2026-07-25,09:00,15:00,0
T008-028,Gerardo,Peña Molina,Vendedor(a) de piso,24,Culiacán,2026-07-26,09:00,15:00,0
T008-029,Raúl,Guerrero Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-029,Raúl,Guerrero Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-21,12:30,21:00,30
T008-029,Raúl,Guerrero Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-029,Raúl,Guerrero Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-029,Raúl,Guerrero Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-029,Raúl,Guerrero Chávez,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-030,Mauricio,Escobar Santiago,Asesor(a) de crédito,48,Culiacán,2026-07-20,09:00,17:30,30
T008-030,Mauricio,Escobar Santiago,Asesor(a) de crédito,48,Culiacán,2026-07-21,09:00,17:30,30
T008-030,Mauricio,Escobar Santiago,Asesor(a) de crédito,48,Culiacán,2026-07-22,09:00,17:30,30
T008-030,Mauricio,Escobar Santiago,Asesor(a) de crédito,48,Culiacán,2026-07-24,09:00,17:30,30
T008-030,Mauricio,Escobar Santiago,Asesor(a) de crédito,48,Culiacán,2026-07-25,09:00,17:30,30
T008-030,Mauricio,Escobar Santiago,Asesor(a) de crédito,48,Culiacán,2026-07-26,09:00,17:30,30
T008-031,Sofía,Cervantes Carrillo,Almacenista,48,Culiacán,2026-07-20,12:30,21:00,30
T008-031,Sofía,Cervantes Carrillo,Almacenista,48,Culiacán,2026-07-21,12:30,21:00,30
T008-031,Sofía,Cervantes Carrillo,Almacenista,48,Culiacán,2026-07-22,12:30,21:00,30
T008-031,Sofía,Cervantes Carrillo,Almacenista,48,Culiacán,2026-07-24,12:30,21:00,30
T008-031,Sofía,Cervantes Carrillo,Almacenista,48,Culiacán,2026-07-25,12:30,21:00,30
T008-031,Sofía,Cervantes Carrillo,Almacenista,48,Culiacán,2026-07-26,12:30,21:00,30
T008-032,Brenda,García Torres,Vendedor(a) de piso,24,Culiacán,2026-07-22,09:00,15:00,0
T008-032,Brenda,García Torres,Vendedor(a) de piso,24,Culiacán,2026-07-23,09:00,15:00,0
T008-032,Brenda,García Torres,Vendedor(a) de piso,24,Culiacán,2026-07-24,09:00,15:00,0
T008-032,Brenda,García Torres,Vendedor(a) de piso,24,Culiacán,2026-07-25,09:00,15:00,0
T008-033,Brenda,Gutiérrez Campos,Vendedor(a) de piso,24,Culiacán,2026-07-21,09:00,15:00,0
T008-033,Brenda,Gutiérrez Campos,Vendedor(a) de piso,24,Culiacán,2026-07-22,09:00,15:00,0
T008-033,Brenda,Gutiérrez Campos,Vendedor(a) de piso,24,Culiacán,2026-07-23,09:00,15:00,0
T008-033,Brenda,Gutiérrez Campos,Vendedor(a) de piso,24,Culiacán,2026-07-24,09:00,15:00,0
T008-034,Pablo,Cervantes Contreras,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-034,Pablo,Cervantes Contreras,Vendedor(a) de piso,48,Culiacán,2026-07-21,12:30,21:00,30
T008-034,Pablo,Cervantes Contreras,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-034,Pablo,Cervantes Contreras,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-034,Pablo,Cervantes Contreras,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-034,Pablo,Cervantes Contreras,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-035,Guadalupe,Téllez Peña,Almacenista,48,Culiacán,2026-07-20,09:00,17:30,30
T008-035,Guadalupe,Téllez Peña,Almacenista,48,Culiacán,2026-07-21,09:00,17:30,30
T008-035,Guadalupe,Téllez Peña,Almacenista,48,Culiacán,2026-07-22,09:00,17:30,30
T008-035,Guadalupe,Téllez Peña,Almacenista,48,Culiacán,2026-07-24,09:00,17:30,30
T008-035,Guadalupe,Téllez Peña,Almacenista,48,Culiacán,2026-07-25,09:00,17:30,30
T008-035,Guadalupe,Téllez Peña,Almacenista,48,Culiacán,2026-07-26,09:00,17:30,30
T008-036,Javier,Jiménez Ruiz,Vendedor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-036,Javier,Jiménez Ruiz,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-036,Javier,Jiménez Ruiz,Vendedor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-036,Javier,Jiménez Ruiz,Vendedor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-036,Javier,Jiménez Ruiz,Vendedor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-036,Javier,Jiménez Ruiz,Vendedor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-037,Daniel,Guerrero Martínez,Almacenista,24,Culiacán,2026-07-20,09:00,15:00,0
T008-037,Daniel,Guerrero Martínez,Almacenista,24,Culiacán,2026-07-21,09:00,15:00,0
T008-037,Daniel,Guerrero Martínez,Almacenista,24,Culiacán,2026-07-25,09:00,15:00,0
T008-037,Daniel,Guerrero Martínez,Almacenista,24,Culiacán,2026-07-26,09:00,15:00,0
T008-038,Tomás,Padilla Díaz,Cajero(a),24,Culiacán,2026-07-21,09:00,15:00,0
T008-038,Tomás,Padilla Díaz,Cajero(a),24,Culiacán,2026-07-22,09:00,15:00,0
T008-038,Tomás,Padilla Díaz,Cajero(a),24,Culiacán,2026-07-23,09:00,15:00,0
T008-038,Tomás,Padilla Díaz,Cajero(a),24,Culiacán,2026-07-24,09:00,15:00,0
T008-039,Verónica,Estrada Gutiérrez,Cajero(a),48,Culiacán,2026-07-20,09:00,17:30,30
T008-039,Verónica,Estrada Gutiérrez,Cajero(a),48,Culiacán,2026-07-21,09:00,17:30,30
T008-039,Verónica,Estrada Gutiérrez,Cajero(a),48,Culiacán,2026-07-22,09:00,17:30,30
T008-039,Verónica,Estrada Gutiérrez,Cajero(a),48,Culiacán,2026-07-24,09:00,17:30,30
T008-039,Verónica,Estrada Gutiérrez,Cajero(a),48,Culiacán,2026-07-25,09:00,17:30,30
T008-039,Verónica,Estrada Gutiérrez,Cajero(a),48,Culiacán,2026-07-26,09:00,17:30,30
T008-040,Luis,Martínez Nájera,Cajero(a),48,Culiacán,2026-07-20,12:30,21:00,30
T008-040,Luis,Martínez Nájera,Cajero(a),48,Culiacán,2026-07-21,12:30,21:00,30
T008-040,Luis,Martínez Nájera,Cajero(a),48,Culiacán,2026-07-22,12:30,21:00,30
T008-040,Luis,Martínez Nájera,Cajero(a),48,Culiacán,2026-07-23,12:30,21:00,30
T008-040,Luis,Martínez Nájera,Cajero(a),48,Culiacán,2026-07-24,12:30,21:00,30
T008-040,Luis,Martínez Nájera,Cajero(a),48,Culiacán,2026-07-25,12:30,21:00,30
T008-041,Adrián,Acosta Pérez,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-041,Adrián,Acosta Pérez,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-041,Adrián,Acosta Pérez,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-041,Adrián,Acosta Pérez,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-041,Adrián,Acosta Pérez,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-041,Adrián,Acosta Pérez,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-042,Claudia,Serrano Serrano,Vendedor(a) de piso,24,Culiacán,2026-07-22,09:00,15:00,0
T008-042,Claudia,Serrano Serrano,Vendedor(a) de piso,24,Culiacán,2026-07-23,09:00,15:00,0
T008-042,Claudia,Serrano Serrano,Vendedor(a) de piso,24,Culiacán,2026-07-24,09:00,15:00,0
T008-042,Claudia,Serrano Serrano,Vendedor(a) de piso,24,Culiacán,2026-07-25,09:00,15:00,0
T008-043,Alberto,Velázquez Rojas,Vendedor(a) de piso,24,Culiacán,2026-07-20,09:00,15:00,0
T008-043,Alberto,Velázquez Rojas,Vendedor(a) de piso,24,Culiacán,2026-07-21,09:00,15:00,0
T008-043,Alberto,Velázquez Rojas,Vendedor(a) de piso,24,Culiacán,2026-07-22,09:00,15:00,0
T008-043,Alberto,Velázquez Rojas,Vendedor(a) de piso,24,Culiacán,2026-07-26,09:00,15:00,0
T008-044,Ramón,Bautista Reyes,Supervisor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-044,Ramón,Bautista Reyes,Supervisor(a) de piso,48,Culiacán,2026-07-21,12:30,21:00,30
T008-044,Ramón,Bautista Reyes,Supervisor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-044,Ramón,Bautista Reyes,Supervisor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-044,Ramón,Bautista Reyes,Supervisor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-044,Ramón,Bautista Reyes,Supervisor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-045,Manuel,Gómez Ortiz,Cajero(a),48,Culiacán,2026-07-21,12:30,21:00,30
T008-045,Manuel,Gómez Ortiz,Cajero(a),48,Culiacán,2026-07-22,12:30,21:00,30
T008-045,Manuel,Gómez Ortiz,Cajero(a),48,Culiacán,2026-07-23,12:30,21:00,30
T008-045,Manuel,Gómez Ortiz,Cajero(a),48,Culiacán,2026-07-24,12:30,21:00,30
T008-045,Manuel,Gómez Ortiz,Cajero(a),48,Culiacán,2026-07-25,12:30,21:00,30
T008-045,Manuel,Gómez Ortiz,Cajero(a),48,Culiacán,2026-07-26,12:30,21:00,30
T008-046,Manuel,Mendoza Morales,Vendedor(a) de piso,24,Culiacán,2026-07-20,09:00,15:00,0
T008-046,Manuel,Mendoza Morales,Vendedor(a) de piso,24,Culiacán,2026-07-24,09:00,15:00,0
T008-046,Manuel,Mendoza Morales,Vendedor(a) de piso,24,Culiacán,2026-07-25,09:00,15:00,0
T008-046,Manuel,Mendoza Morales,Vendedor(a) de piso,24,Culiacán,2026-07-26,09:00,15:00,0
T008-047,Javier,García Molina,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-047,Javier,García Molina,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-047,Javier,García Molina,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-047,Javier,García Molina,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-047,Javier,García Molina,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-047,Javier,García Molina,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-048,Juan,Domínguez Méndez,Asesor(a) de crédito,48,Culiacán,2026-07-20,09:00,17:30,30
T008-048,Juan,Domínguez Méndez,Asesor(a) de crédito,48,Culiacán,2026-07-21,09:00,17:30,30
T008-048,Juan,Domínguez Méndez,Asesor(a) de crédito,48,Culiacán,2026-07-22,09:00,17:30,30
T008-048,Juan,Domínguez Méndez,Asesor(a) de crédito,48,Culiacán,2026-07-24,09:00,17:30,30
T008-048,Juan,Domínguez Méndez,Asesor(a) de crédito,48,Culiacán,2026-07-25,09:00,17:30,30
T008-048,Juan,Domínguez Méndez,Asesor(a) de crédito,48,Culiacán,2026-07-26,09:00,17:30,30
T008-049,Diego,Ibarra Estrada,Almacenista,48,Culiacán,2026-07-20,09:00,17:30,30
T008-049,Diego,Ibarra Estrada,Almacenista,48,Culiacán,2026-07-21,09:00,17:30,30
T008-049,Diego,Ibarra Estrada,Almacenista,48,Culiacán,2026-07-22,09:00,17:30,30
T008-049,Diego,Ibarra Estrada,Almacenista,48,Culiacán,2026-07-23,09:00,17:30,30
T008-049,Diego,Ibarra Estrada,Almacenista,48,Culiacán,2026-07-24,09:00,17:30,30
T008-049,Diego,Ibarra Estrada,Almacenista,48,Culiacán,2026-07-26,09:00,17:30,30
T008-050,Antonio,Téllez Cortés,Vendedor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-050,Antonio,Téllez Cortés,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-050,Antonio,Téllez Cortés,Vendedor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-050,Antonio,Téllez Cortés,Vendedor(a) de piso,48,Culiacán,2026-07-23,09:00,17:30,30
T008-050,Antonio,Téllez Cortés,Vendedor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-050,Antonio,Téllez Cortés,Vendedor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-051,Julio,Bautista Rodríguez,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-051,Julio,Bautista Rodríguez,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-051,Julio,Bautista Rodríguez,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-051,Julio,Bautista Rodríguez,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-051,Julio,Bautista Rodríguez,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-051,Julio,Bautista Rodríguez,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-052,Arturo,Peña Estrada,Cajero(a),48,Culiacán,2026-07-20,09:00,17:30,30
T008-052,Arturo,Peña Estrada,Cajero(a),48,Culiacán,2026-07-21,09:00,17:30,30
T008-052,Arturo,Peña Estrada,Cajero(a),48,Culiacán,2026-07-23,09:00,17:30,30
T008-052,Arturo,Peña Estrada,Cajero(a),48,Culiacán,2026-07-24,09:00,17:30,30
T008-052,Arturo,Peña Estrada,Cajero(a),48,Culiacán,2026-07-25,09:00,17:30,30
T008-052,Arturo,Peña Estrada,Cajero(a),48,Culiacán,2026-07-26,09:00,17:30,30
T008-053,María,Ortega Téllez,Cajero(a),24,Culiacán,2026-07-20,09:00,15:00,0
T008-053,María,Ortega Téllez,Cajero(a),24,Culiacán,2026-07-21,09:00,15:00,0
T008-053,María,Ortega Téllez,Cajero(a),24,Culiacán,2026-07-22,09:00,15:00,0
T008-053,María,Ortega Téllez,Cajero(a),24,Culiacán,2026-07-25,09:00,15:00,0
T008-054,Elizabeth,Torres Castillo,Supervisor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-054,Elizabeth,Torres Castillo,Supervisor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-054,Elizabeth,Torres Castillo,Supervisor(a) de piso,48,Culiacán,2026-07-23,09:00,17:30,30
T008-054,Elizabeth,Torres Castillo,Supervisor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-054,Elizabeth,Torres Castillo,Supervisor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-054,Elizabeth,Torres Castillo,Supervisor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-055,Sofía,Fuentes Lara,Asesor(a) de crédito,24,Culiacán,2026-07-20,15:00,21:00,0
T008-055,Sofía,Fuentes Lara,Asesor(a) de crédito,24,Culiacán,2026-07-24,15:00,21:00,0
T008-055,Sofía,Fuentes Lara,Asesor(a) de crédito,24,Culiacán,2026-07-25,15:00,21:00,0
T008-055,Sofía,Fuentes Lara,Asesor(a) de crédito,24,Culiacán,2026-07-26,15:00,21:00,0
T008-056,Carmen,Salazar Rivera,Vendedor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-056,Carmen,Salazar Rivera,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-056,Carmen,Salazar Rivera,Vendedor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-056,Carmen,Salazar Rivera,Vendedor(a) de piso,48,Culiacán,2026-07-23,09:00,17:30,30
T008-056,Carmen,Salazar Rivera,Vendedor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-056,Carmen,Salazar Rivera,Vendedor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-057,Daniel,Álvarez Cárdenas,Vendedor(a) de piso,24,Culiacán,2026-07-22,15:00,21:00,0
T008-057,Daniel,Álvarez Cárdenas,Vendedor(a) de piso,24,Culiacán,2026-07-23,15:00,21:00,0
T008-057,Daniel,Álvarez Cárdenas,Vendedor(a) de piso,24,Culiacán,2026-07-24,15:00,21:00,0
T008-057,Daniel,Álvarez Cárdenas,Vendedor(a) de piso,24,Culiacán,2026-07-25,15:00,21:00,0
T008-058,Laura,Castro Chávez,Vendedor(a) de piso,24,Culiacán,2026-07-23,09:00,15:00,0
T008-058,Laura,Castro Chávez,Vendedor(a) de piso,24,Culiacán,2026-07-24,09:00,15:00,0
T008-058,Laura,Castro Chávez,Vendedor(a) de piso,24,Culiacán,2026-07-25,09:00,15:00,0
T008-058,Laura,Castro Chávez,Vendedor(a) de piso,24,Culiacán,2026-07-26,09:00,15:00,0
T008-059,José,Vázquez Nájera,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-059,José,Vázquez Nájera,Vendedor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-059,José,Vázquez Nájera,Vendedor(a) de piso,48,Culiacán,2026-07-23,09:00,17:30,30
T008-059,José,Vázquez Nájera,Vendedor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-059,José,Vázquez Nájera,Vendedor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-059,José,Vázquez Nájera,Vendedor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-060,Emmanuel,Castillo Cabrera,Vendedor(a) de piso,24,Culiacán,2026-07-20,15:00,21:00,0
T008-060,Emmanuel,Castillo Cabrera,Vendedor(a) de piso,24,Culiacán,2026-07-21,15:00,21:00,0
T008-060,Emmanuel,Castillo Cabrera,Vendedor(a) de piso,24,Culiacán,2026-07-25,15:00,21:00,0
T008-060,Emmanuel,Castillo Cabrera,Vendedor(a) de piso,24,Culiacán,2026-07-26,15:00,21:00,0
T008-061,Patricia,Ríos Nájera,Vendedor(a) de piso,24,Culiacán,2026-07-21,09:00,15:00,0
T008-061,Patricia,Ríos Nájera,Vendedor(a) de piso,24,Culiacán,2026-07-22,09:00,15:00,0
T008-061,Patricia,Ríos Nájera,Vendedor(a) de piso,24,Culiacán,2026-07-23,09:00,15:00,0
T008-061,Patricia,Ríos Nájera,Vendedor(a) de piso,24,Culiacán,2026-07-24,09:00,15:00,0
T008-062,Diego,Olvera Ríos,Supervisor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-062,Diego,Olvera Ríos,Supervisor(a) de piso,48,Culiacán,2026-07-21,12:30,21:00,30
T008-062,Diego,Olvera Ríos,Supervisor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-062,Diego,Olvera Ríos,Supervisor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-062,Diego,Olvera Ríos,Supervisor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-062,Diego,Olvera Ríos,Supervisor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-063,Roberto,Medina Guerrero,Cajero(a),48,Culiacán,2026-07-20,09:00,17:30,30
T008-063,Roberto,Medina Guerrero,Cajero(a),48,Culiacán,2026-07-21,09:00,17:30,30
T008-063,Roberto,Medina Guerrero,Cajero(a),48,Culiacán,2026-07-22,09:00,17:30,30
T008-063,Roberto,Medina Guerrero,Cajero(a),48,Culiacán,2026-07-23,09:00,17:30,30
T008-063,Roberto,Medina Guerrero,Cajero(a),48,Culiacán,2026-07-24,09:00,17:30,30
T008-063,Roberto,Medina Guerrero,Cajero(a),48,Culiacán,2026-07-25,09:00,17:30,30
T008-064,Margarita,Moreno Cervantes,Supervisor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-064,Margarita,Moreno Cervantes,Supervisor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-064,Margarita,Moreno Cervantes,Supervisor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-064,Margarita,Moreno Cervantes,Supervisor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-064,Margarita,Moreno Cervantes,Supervisor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-064,Margarita,Moreno Cervantes,Supervisor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-065,Héctor,Santiago Téllez,Vendedor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-065,Héctor,Santiago Téllez,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-065,Héctor,Santiago Téllez,Vendedor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-065,Héctor,Santiago Téllez,Vendedor(a) de piso,48,Culiacán,2026-07-23,09:00,17:30,30
T008-065,Héctor,Santiago Téllez,Vendedor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-065,Héctor,Santiago Téllez,Vendedor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-066,José,Méndez Escobar,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-066,José,Méndez Escobar,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-066,José,Méndez Escobar,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-066,José,Méndez Escobar,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-066,José,Méndez Escobar,Vendedor(a) de piso,48,Culiacán,2026-07-25,12:30,21:00,30
T008-066,José,Méndez Escobar,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-067,Laura,Pérez Padilla,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
T008-067,Laura,Pérez Padilla,Vendedor(a) de piso,48,Culiacán,2026-07-21,12:30,21:00,30
T008-067,Laura,Pérez Padilla,Vendedor(a) de piso,48,Culiacán,2026-07-22,12:30,21:00,30
T008-067,Laura,Pérez Padilla,Vendedor(a) de piso,48,Culiacán,2026-07-23,12:30,21:00,30
T008-067,Laura,Pérez Padilla,Vendedor(a) de piso,48,Culiacán,2026-07-24,12:30,21:00,30
T008-067,Laura,Pérez Padilla,Vendedor(a) de piso,48,Culiacán,2026-07-26,12:30,21:00,30
T008-068,Beatriz,Campos Navarro,Cajero(a),24,Culiacán,2026-07-22,09:00,15:00,0
T008-068,Beatriz,Campos Navarro,Cajero(a),24,Culiacán,2026-07-23,09:00,15:00,0
T008-068,Beatriz,Campos Navarro,Cajero(a),24,Culiacán,2026-07-24,09:00,15:00,0
T008-068,Beatriz,Campos Navarro,Cajero(a),24,Culiacán,2026-07-25,09:00,15:00,0
T008-069,Ramón,Moreno López,Almacenista,48,Culiacán,2026-07-20,12:30,21:00,30
T008-069,Ramón,Moreno López,Almacenista,48,Culiacán,2026-07-21,12:30,21:00,30
T008-069,Ramón,Moreno López,Almacenista,48,Culiacán,2026-07-22,12:30,21:00,30
T008-069,Ramón,Moreno López,Almacenista,48,Culiacán,2026-07-23,12:30,21:00,30
T008-069,Ramón,Moreno López,Almacenista,48,Culiacán,2026-07-24,12:30,21:00,30
T008-069,Ramón,Moreno López,Almacenista,48,Culiacán,2026-07-26,12:30,21:00,30
T008-070,Gerardo,Romero Fuentes,Vendedor(a) de piso,48,Culiacán,2026-07-20,09:00,17:30,30
T008-070,Gerardo,Romero Fuentes,Vendedor(a) de piso,48,Culiacán,2026-07-21,09:00,17:30,30
T008-070,Gerardo,Romero Fuentes,Vendedor(a) de piso,48,Culiacán,2026-07-22,09:00,17:30,30
T008-070,Gerardo,Romero Fuentes,Vendedor(a) de piso,48,Culiacán,2026-07-24,09:00,17:30,30
T008-070,Gerardo,Romero Fuentes,Vendedor(a) de piso,48,Culiacán,2026-07-25,09:00,17:30,30
T008-070,Gerardo,Romero Fuentes,Vendedor(a) de piso,48,Culiacán,2026-07-26,09:00,17:30,30
T008-071,Claudia,Cruz Santiago,Cajero(a),48,Culiacán,2026-07-21,12:30,21:00,30
T008-071,Claudia,Cruz Santiago,Cajero(a),48,Culiacán,2026-07-22,12:30,21:00,30
T008-071,Claudia,Cruz Santiago,Cajero(a),48,Culiacán,2026-07-23,12:30,21:00,30
T008-071,Claudia,Cruz Santiago,Cajero(a),48,Culiacán,2026-07-24,12:30,21:00,30
T008-071,Claudia,Cruz Santiago,Cajero(a),48,Culiacán,2026-07-25,12:30,21:00,30
T008-071,Claudia,Cruz Santiago,Cajero(a),48,Culiacán,2026-07-26,12:30,21:00,30
T008-072,Paola,Solís Campos,Cajero(a),24,Culiacán,2026-07-23,15:00,21:00,0
T008-072,Paola,Solís Campos,Cajero(a),24,Culiacán,2026-07-24,15:00,21:00,0
T008-072,Paola,Solís Campos,Cajero(a),24,Culiacán,2026-07-25,09:00,15:00,0
T008-072,Paola,Solís Campos,Cajero(a),24,Culiacán,2026-07-26,09:00,15:00,0
T008-073,Eduardo,Escobar Ortega,Vendedor(a) de piso,48,Culiacán,2026-07-20,12:30,21:00,30
